Venue name ,VENUE WEB SITE,Friended on FB?,FB url,Frended on IG,IG url,Insta @ handle,LML Venue ID
Hotel Esplanade-Main Bar,https://hotelesplanade.com.au/whats-on/,FALSE,,FALSE,,,c8d08525-d5a8-4a3a-a55c-f18bd3018ac8
Trinity St Kilda,https://www.trinitystkilda.com/whats-on,TRUE,https://www.facebook.com/trinitystkilda,TRUE,https://www.instagram.com/trinitystkilda/,trinitystkilda,08adf74e-e697-43c0-ac16-898a7c28fab0
Lona,https://lona.com.au/whats-on/,TRUE,https://www.facebook.com/LonaStKilda/,TRUE,https://www.instagram.com/lonastkilda/,lonastkilda,70b63cf7-66f2-4e09-a8aa-b0dfc554ce8f
King of Tonga,https://www.facebook.com/KingofTongaBarElwood/events,TRUE,https://www.facebook.com/KingofTongaBarElwood/events,TRUE,https://www.instagram.com/thekingoftonga/,thekingoftonga,dc99951d-dedb-48ba-824f-655a90a7757a
Riviera Beach Club,https://www.facebook.com/rivierabeachclubmelb,TRUE,https://www.facebook.com/rivierabeachclubmelb,TRUE,https://www.instagram.com/riviera_melbourne/,riviera_melbourne,8f1f0c4f-a999-4add-97e4-3b368e0860a3
The Local,https://thelocalportmelbourne.com.au/whats-on/,TRUE,https://www.facebook.com/thelocalportmelbourne,FALSE,,,ad21c7e5-bc90-4cdc-a221-a69f537db03c
CBCo Brewing,https://www.facebook.com/CBCoPortMelbourne,TRUE,https://www.facebook.com/CBCoPortMelbourne,FALSE,,,69b1254a-4977-406f-a6dd-7f3f22313eee
The Tipsy Cow,https://www.thetipsycow.com.au/,TRUE,https://www.facebook.com/thetipsycowportmelbourne,TRUE,https://www.instagram.com/thetipsycowportmelbourne?fbclid=IwY2xjawK1LNxleHRuA2FlbQIxMABicmlkETFVRVppVEZwb3o0WXVJbE5BAR45W_-i8p29IsKUboQW98g3YQaBHVYYJaODf0T_cB9g82k1uBrw_uQDIahj2w_aem__h7MDG9W-VzgTbjzj4oXWA,thetipsycowportmelbourne,7d1bd5d8-7126-4f98-815c-7dbdad899a15
The Exchange Hotel,https://theexchangehotel.net.au/whats-on/. https://www.facebook.com/theexchangeportmelbourne,TRUE,https://www.facebook.com/theexchangeportmelbourne,TRUE,https://www.instagram.com/exchangeportmelb/,exchangeportmelb,0a034c16-0aa0-4de0-b571-0481c46a0437
The Cornerstone,https://www.thecornerstonepub.com.au/whatson/,TRUE,https://www.facebook.com/cornerstone.melb,FALSE,,,2989d9d9-62d7-45ce-9c53-a76d4c3df609
Connollys Public House,https://www.facebook.com/profile.php?id=61556023457604,TRUE,https://www.facebook.com/profile.php?id=61556023457604,FALSE,,,f9631dc9-716c-416e-bce6-d9da171931f2
The Palace Hotel,https://www.thepalacehotel.com.au/whats-on,TRUE,https://www.facebook.com/thepalacehotelsouthmelbourne/,TRUE,https://www.instagram.com/thepalacehotel/,thepalacehotel,279e9759-acad-478b-be4e-c22a3a7d922c
Liardet Community Hall,Port melb Music crawl,FALSE,,FALSE,,,a9eaa1e4-0413-4b72-9506-109172fbecbd
